0 ,/, 3000 ,epoch,Train loss:, 6.841330, acc:, 0.175, Test loss:, 2.600423, acc:, 0.143,---, 0.0389, seconds ---
386 ,/, 3000 ,epoch,Train loss:, 0.078820, acc:, 0.975, Test loss:, 0.812448, acc:, 0.738,---, 0.0387, seconds ---
387 ,/, 3000 ,epoch,Train loss:, 0.041552, acc:, 1.000, Test loss:, 0.808565, acc:, 0.738,---, 0.0387, seconds ---
388 ,/, 3000 ,epoch,Train loss:, 0.139971, acc:, 0.925, Test loss:, 0.754950, acc:, 0.786,---, 0.0385, seconds ---
389 ,/, 3000 ,epoch,Train loss:, 0.066674, acc:, 0.975, Test loss:, 0.765515, acc:, 0.810,---, 0.0385, seconds ---
390 ,/, 3000 ,epoch,Train loss:, 0.202720, acc:, 0.950, Test loss:, 0.751231, acc:, 0.810,---, 0.0393, seconds ---
391 ,/, 3000 ,epoch,Train loss:, 0.085669, acc:, 1.000, Test loss:, 0.790684, acc:, 0.833,---, 0.0386, seconds ---
392 ,/, 3000 ,epoch,Train loss:, 0.032348, acc:, 1.000, Test loss:, 0.859100, acc:, 0.833,---, 0.0386, seconds ---
393 ,/, 3000 ,epoch,Train loss:, 0.051630, acc:, 1.000, Test loss:, 0.909487, acc:, 0.833,---, 0.0386, seconds ---
394 ,/, 3000 ,epoch,Train loss:, 0.067677, acc:, 0.975, Test loss:, 0.903011, acc:, 0.833,---, 0.0386, seconds ---
395 ,/, 3000 ,epoch,Train loss:, 0.044088, acc:, 0.975, Test loss:, 0.887519, acc:, 0.833,---, 0.0384, seconds ---
396 ,/, 3000 ,epoch,Train loss:, 0.043560, acc:, 1.000, Test loss:, 0.878780, acc:, 0.833,---, 0.0385, seconds ---
397 ,/, 3000 ,epoch,Train loss:, 0.143680, acc:, 0.925, Test loss:, 0.848750, acc:, 0.786,---, 0.0384, seconds ---
398 ,/, 3000 ,epoch,Train loss:, 0.066938, acc:, 0.975, Test loss:, 0.932133, acc:, 0.786,---, 0.0388, seconds ---
399 ,/, 3000 ,epoch,Train loss:, 0.072344, acc:, 1.000, Test loss:, 0.907179, acc:, 0.762,---, 0.0388, seconds ---
400 ,/, 3000 ,epoch,Train loss:, 0.029709, acc:, 1.000, Test loss:, 0.920441, acc:, 0.762,---, 0.0388, seconds ---
401 ,/, 3000 ,epoch,Train loss:, 0.021207, acc:, 1.000, Test loss:, 0.942077, acc:, 0.738,---, 0.0385, seconds ---
402 ,/, 3000 ,epoch,Train loss:, 0.122366, acc:, 0.975, Test loss:, 0.799712, acc:, 0.762,---, 0.0386, seconds ---
403 ,/, 3000 ,epoch,Train loss:, 0.062114, acc:, 0.975, Test loss:, 0.789068, acc:, 0.810,---, 0.0386, seconds ---
404 ,/, 3000 ,epoch,Train loss:, 0.018325, acc:, 1.000, Test loss:, 0.800581, acc:, 0.810,---, 0.0386, seconds ---
405 ,/, 3000 ,epoch,Train loss:, 0.040093, acc:, 1.000, Test loss:, 0.840793, acc:, 0.810,---, 0.0387, seconds ---
406 ,/, 3000 ,epoch,Train loss:, 0.051438, acc:, 0.975, Test loss:, 0.944675, acc:, 0.786,---, 0.0388, seconds ---
407 ,/, 3000 ,epoch,Train loss:, 0.042290, acc:, 0.975, Test loss:, 0.968036, acc:, 0.810,---, 0.0386, seconds ---
408 ,/, 3000 ,epoch,Train loss:, 0.016131, acc:, 1.000, Test loss:, 1.010486, acc:, 0.810,---, 0.0387, seconds ---
409 ,/, 3000 ,epoch,Train loss:, 0.096001, acc:, 1.000, Test loss:, 1.046727, acc:, 0.786,---, 0.0389, seconds ---
410 ,/, 3000 ,epoch,Train loss:, 0.059992, acc:, 0.975, Test loss:, 0.967840, acc:, 0.786,---, 0.0387, seconds ---
411 ,/, 3000 ,epoch,Train loss:, 0.067442, acc:, 0.975, Test loss:, 1.015605, acc:, 0.810,---, 0.0384, seconds ---
412 ,/, 3000 ,epoch,Train loss:, 0.044672, acc:, 1.000, Test loss:, 1.046009, acc:, 0.810,---, 0.0385, seconds ---
413 ,/, 3000 ,epoch,Train loss:, 0.017325, acc:, 1.000, Test loss:, 1.028361, acc:, 0.786,---, 0.0383, seconds ---
414 ,/, 3000 ,epoch,Train loss:, 0.161305, acc:, 0.925, Test loss:, 1.091018, acc:, 0.738,---, 0.0385, seconds ---
415 ,/, 3000 ,epoch,Train loss:, 0.051698, acc:, 1.000, Test loss:, 1.176225, acc:, 0.762,---, 0.0387, seconds ---
416 ,/, 3000 ,epoch,Train loss:, 0.033762, acc:, 1.000, Test loss:, 1.007524, acc:, 0.762,---, 0.0384, seconds ---
417 ,/, 3000 ,epoch,Train loss:, 0.232771, acc:, 0.925, Test loss:, 1.024574, acc:, 0.762,---, 0.0386, seconds ---
418 ,/, 3000 ,epoch,Train loss:, 0.053944, acc:, 0.975, Test loss:, 0.867673, acc:, 0.762,---, 0.0385, seconds ---
419 ,/, 3000 ,epoch,Train loss:, 0.080513, acc:, 0.975, Test loss:, 0.795250, acc:, 0.786,---, 0.0387, seconds ---
420 ,/, 3000 ,epoch,Train loss:, 0.087486, acc:, 0.950, Test loss:, 0.783186, acc:, 0.810,---, 0.0385, seconds ---
421 ,/, 3000 ,epoch,Train loss:, 0.089653, acc:, 0.975, Test loss:, 0.755663, acc:, 0.810,---, 0.0383, seconds ---
422 ,/, 3000 ,epoch,Train loss:, 0.044883, acc:, 0.975, Test loss:, 0.742895, acc:, 0.786,---, 0.0384, seconds ---
423 ,/, 3000 ,epoch,Train loss:, 0.031694, acc:, 1.000, Test loss:, 0.689428, acc:, 0.810,---, 0.0383, seconds ---
424 ,/, 3000 ,epoch,Train loss:, 0.052475, acc:, 0.975, Test loss:, 0.708180, acc:, 0.810,---, 0.0387, seconds ---
425 ,/, 3000 ,epoch,Train loss:, 0.048724, acc:, 1.000, Test loss:, 0.734395, acc:, 0.833,---, 0.0385, seconds ---
426 ,/, 3000 ,epoch,Train loss:, 0.119847, acc:, 0.925, Test loss:, 0.806420, acc:, 0.810,---, 0.0385, seconds ---
427 ,/, 3000 ,epoch,Train loss:, 0.074119, acc:, 0.975, Test loss:, 0.880676, acc:, 0.833,---, 0.0385, seconds ---
428 ,/, 3000 ,epoch,Train loss:, 0.014020, acc:, 1.000, Test loss:, 0.987924, acc:, 0.810,---, 0.0384, seconds ---
429 ,/, 3000 ,epoch,Train loss:, 0.059904, acc:, 0.975, Test loss:, 1.091828, acc:, 0.810,---, 0.0384, seconds ---
430 ,/, 3000 ,epoch,Train loss:, 0.057024, acc:, 0.975, Test loss:, 1.121523, acc:, 0.786,---, 0.0385, seconds ---
431 ,/, 3000 ,epoch,Train loss:, 0.041171, acc:, 0.975, Test loss:, 1.090514, acc:, 0.786,---, 0.0385, seconds ---
432 ,/, 3000 ,epoch,Train loss:, 0.178269, acc:, 0.975, Test loss:, 0.911126, acc:, 0.786,---, 0.0385, seconds ---
433 ,/, 3000 ,epoch,Train loss:, 0.093507, acc:, 0.950, Test loss:, 0.852777, acc:, 0.762,---, 0.0386, seconds ---
434 ,/, 3000 ,epoch,Train loss:, 0.042433, acc:, 0.975, Test loss:, 0.802096, acc:, 0.786,---, 0.0391, seconds ---
435 ,/, 3000 ,epoch,Train loss:, 0.060850, acc:, 1.000, Test loss:, 0.755343, acc:, 0.833,---, 0.0390, seconds ---
436 ,/, 3000 ,epoch,Train loss:, 0.076329, acc:, 0.975, Test loss:, 0.722219, acc:, 0.833,---, 0.0388, seconds ---
437 ,/, 3000 ,epoch,Train loss:, 0.034969, acc:, 1.000, Test loss:, 0.717535, acc:, 0.786,---, 0.0393, seconds ---
438 ,/, 3000 ,epoch,Train loss:, 0.128351, acc:, 0.950, Test loss:, 0.775938, acc:, 0.762,---, 0.0394, seconds ---
439 ,/, 3000 ,epoch,Train loss:, 0.060221, acc:, 0.975, Test loss:, 0.858830, acc:, 0.714,---, 0.0426, seconds ---
440 ,/, 3000 ,epoch,Train loss:, 0.089383, acc:, 0.975, Test loss:, 0.811309, acc:, 0.762,---, 0.0418, seconds ---
441 ,/, 3000 ,epoch,Train loss:, 0.071172, acc:, 0.975, Test loss:, 0.789108, acc:, 0.857,---, 0.0414, seconds ---
442 ,/, 3000 ,epoch,Train loss:, 0.032705, acc:, 1.000, Test loss:, 0.835203, acc:, 0.833,---, 0.0413, seconds ---
443 ,/, 3000 ,epoch,Train loss:, 0.067175, acc:, 0.950, Test loss:, 0.887954, acc:, 0.810,---, 0.0396, seconds ---
444 ,/, 3000 ,epoch,Train loss:, 0.068644, acc:, 0.975, Test loss:, 0.844764, acc:, 0.786,---, 0.0387, seconds ---
445 ,/, 3000 ,epoch,Train loss:, 0.088324, acc:, 0.975, Test loss:, 1.090889, acc:, 0.786,---, 0.0386, seconds ---
446 ,/, 3000 ,epoch,Train loss:, 0.147077, acc:, 0.950, Test loss:, 0.912808, acc:, 0.810,---, 0.0385, seconds ---
447 ,/, 3000 ,epoch,Train loss:, 0.064250, acc:, 0.975, Test loss:, 0.850038, acc:, 0.833,---, 0.0385, seconds ---
448 ,/, 3000 ,epoch,Train loss:, 0.127489, acc:, 0.925, Test loss:, 0.836091, acc:, 0.786,---, 0.0386, seconds ---
449 ,/, 3000 ,epoch,Train loss:, 0.135925, acc:, 0.950, Test loss:, 0.836275, acc:, 0.786,---, 0.0385, seconds ---
450 ,/, 3000 ,epoch,Train loss:, 0.051100, acc:, 1.000, Test loss:, 0.861409, acc:, 0.762,---, 0.0385, seconds ---
451 ,/, 3000 ,epoch,Train loss:, 0.109547, acc:, 0.975, Test loss:, 0.912797, acc:, 0.738,---, 0.0385, seconds ---
452 ,/, 3000 ,epoch,Train loss:, 0.295838, acc:, 0.925, Test loss:, 0.751427, acc:, 0.786,---, 0.0385, seconds ---
453 ,/, 3000 ,epoch,Train loss:, 0.059748, acc:, 0.975, Test loss:, 0.672679, acc:, 0.857,---, 0.0386, seconds ---
454 ,/, 3000 ,epoch,Train loss:, 0.039538, acc:, 1.000, Test loss:, 0.788924, acc:, 0.810,---, 0.0386, seconds ---
455 ,/, 3000 ,epoch,Train loss:, 0.140483, acc:, 0.925, Test loss:, 1.003475, acc:, 0.810,---, 0.0385, seconds ---
456 ,/, 3000 ,epoch,Train loss:, 0.047581, acc:, 1.000, Test loss:, 1.054876, acc:, 0.762,---, 0.0385, seconds ---
457 ,/, 3000 ,epoch,Train loss:, 0.114271, acc:, 0.950, Test loss:, 1.252860, acc:, 0.762,---, 0.0386, seconds ---
458 ,/, 3000 ,epoch,Train loss:, 0.036772, acc:, 1.000, Test loss:, 1.281733, acc:, 0.738,---, 0.0388, seconds ---
459 ,/, 3000 ,epoch,Train loss:, 0.053269, acc:, 0.975, Test loss:, 1.284540, acc:, 0.786,---, 0.0386, seconds ---
460 ,/, 3000 ,epoch,Train loss:, 0.073040, acc:, 0.950, Test loss:, 1.338939, acc:, 0.762,---, 0.0385, seconds ---
461 ,/, 3000 ,epoch,Train loss:, 0.092279, acc:, 0.975, Test loss:, 1.394488, acc:, 0.738,---, 0.0386, seconds ---
462 ,/, 3000 ,epoch,Train loss:, 0.094282, acc:, 0.975, Test loss:, 1.444391, acc:, 0.738,---, 0.0385, seconds ---
463 ,/, 3000 ,epoch,Train loss:, 0.147273, acc:, 0.925, Test loss:, 1.242482, acc:, 0.786,---, 0.0386, seconds ---
464 ,/, 3000 ,epoch,Train loss:, 0.124684, acc:, 0.950, Test loss:, 1.101516, acc:, 0.810,---, 0.0385, seconds ---
465 ,/, 3000 ,epoch,Train loss:, 0.028919, acc:, 1.000, Test loss:, 1.052551, acc:, 0.786,---, 0.0385, seconds ---
466 ,/, 3000 ,epoch,Train loss:, 0.035203, acc:, 1.000, Test loss:, 0.992193, acc:, 0.762,---, 0.0385, seconds ---
467 ,/, 3000 ,epoch,Train loss:, 0.119075, acc:, 0.975, Test loss:, 1.040309, acc:, 0.762,---, 0.0386, seconds ---
468 ,/, 3000 ,epoch,Train loss:, 0.040470, acc:, 0.975, Test loss:, 1.051329, acc:, 0.762,---, 0.0385, seconds ---
469 ,/, 3000 ,epoch,Train loss:, 0.152404, acc:, 0.950, Test loss:, 0.995325, acc:, 0.810,---, 0.0385, seconds ---
470 ,/, 3000 ,epoch,Train loss:, 0.208870, acc:, 0.900, Test loss:, 1.123941, acc:, 0.786,---, 0.0386, seconds ---
471 ,/, 3000 ,epoch,Train loss:, 0.059789, acc:, 0.975, Test loss:, 1.180977, acc:, 0.786,---, 0.0386, seconds ---
472 ,/, 3000 ,epoch,Train loss:, 0.117206, acc:, 0.950, Test loss:, 1.071082, acc:, 0.786,---, 0.0385, seconds ---
473 ,/, 3000 ,epoch,Train loss:, 0.027848, acc:, 1.000, Test loss:, 1.066496, acc:, 0.833,---, 0.0384, seconds ---
474 ,/, 3000 ,epoch,Train loss:, 0.017166, acc:, 1.000, Test loss:, 1.171778, acc:, 0.762,---, 0.0385, seconds ---
475 ,/, 3000 ,epoch,Train loss:, 0.112596, acc:, 0.950, Test loss:, 1.041348, acc:, 0.810,---, 0.0386, seconds ---
476 ,/, 3000 ,epoch,Train loss:, 0.094061, acc:, 0.975, Test loss:, 0.980224, acc:, 0.786,---, 0.0385, seconds ---
477 ,/, 3000 ,epoch,Train loss:, 0.040524, acc:, 1.000, Test loss:, 0.848579, acc:, 0.786,---, 0.0386, seconds ---
478 ,/, 3000 ,epoch,Train loss:, 0.132947, acc:, 0.950, Test loss:, 0.782484, acc:, 0.786,---, 0.0386, seconds ---
479 ,/, 3000 ,epoch,Train loss:, 0.045380, acc:, 1.000, Test loss:, 0.739869, acc:, 0.786,---, 0.0386, seconds ---
480 ,/, 3000 ,epoch,Train loss:, 0.054243, acc:, 0.975, Test loss:, 0.714296, acc:, 0.810,---, 0.0386, seconds ---
481 ,/, 3000 ,epoch,Train loss:, 0.039413, acc:, 1.000, Test loss:, 0.708748, acc:, 0.810,---, 0.0385, seconds ---
482 ,/, 3000 ,epoch,Train loss:, 0.037106, acc:, 1.000, Test loss:, 0.719289, acc:, 0.810,---, 0.0385, seconds ---
483 ,/, 3000 ,epoch,Train loss:, 0.071062, acc:, 0.950, Test loss:, 0.699525, acc:, 0.857,---, 0.0387, seconds ---
484 ,/, 3000 ,epoch,Train loss:, 0.033262, acc:, 1.000, Test loss:, 0.722847, acc:, 0.857,---, 0.0385, seconds ---
485 ,/, 3000 ,epoch,Train loss:, 0.024452, acc:, 1.000, Test loss:, 0.754789, acc:, 0.857,---, 0.0385, seconds ---
486 ,/, 3000 ,epoch,Train loss:, 0.172080, acc:, 0.925, Test loss:, 0.738169, acc:, 0.857,---, 0.0385, seconds ---
487 ,/, 3000 ,epoch,Train loss:, 0.115731, acc:, 0.950, Test loss:, 0.763585, acc:, 0.857,---, 0.0386, seconds ---
488 ,/, 3000 ,epoch,Train loss:, 0.087102, acc:, 0.975, Test loss:, 0.786867, acc:, 0.857,---, 0.0387, seconds ---
489 ,/, 3000 ,epoch,Train loss:, 0.061651, acc:, 0.975, Test loss:, 0.874435, acc:, 0.833,---, 0.0386, seconds ---
490 ,/, 3000 ,epoch,Train loss:, 0.039353, acc:, 1.000, Test loss:, 0.888460, acc:, 0.810,---, 0.0385, seconds ---
491 ,/, 3000 ,epoch,Train loss:, 0.051024, acc:, 1.000, Test loss:, 0.920074, acc:, 0.786,---, 0.0384, seconds ---
492 ,/, 3000 ,epoch,Train loss:, 0.038547, acc:, 1.000, Test loss:, 0.959817, acc:, 0.786,---, 0.0386, seconds ---
493 ,/, 3000 ,epoch,Train loss:, 0.084500, acc:, 0.950, Test loss:, 0.936596, acc:, 0.786,---, 0.0385, seconds ---
494 ,/, 3000 ,epoch,Train loss:, 0.017523, acc:, 1.000, Test loss:, 0.927791, acc:, 0.762,---, 0.0385, seconds ---
495 ,/, 3000 ,epoch,Train loss:, 0.042414, acc:, 1.000, Test loss:, 0.951178, acc:, 0.810,---, 0.0385, seconds ---
496 ,/, 3000 ,epoch,Train loss:, 0.020177, acc:, 1.000, Test loss:, 0.941342, acc:, 0.810,---, 0.0389, seconds ---
497 ,/, 3000 ,epoch,Train loss:, 0.074714, acc:, 0.950, Test loss:, 0.949167, acc:, 0.810,---, 0.0388, seconds ---
498 ,/, 3000 ,epoch,Train loss:, 0.183496, acc:, 0.950, Test loss:, 0.858650, acc:, 0.833,---, 0.0385, seconds ---
499 ,/, 3000 ,epoch,Train loss:, 0.020234, acc:, 1.000, Test loss:, 0.881657, acc:, 0.857,---, 0.0384, seconds ---
500 ,/, 3000 ,epoch,Train loss:, 0.120506, acc:, 0.950, Test loss:, 0.962447, acc:, 0.857,---, 0.0387, seconds ---
501 ,/, 3000 ,epoch,Train loss:, 0.051234, acc:, 1.000, Test loss:, 0.990439, acc:, 0.857,---, 0.0384, seconds ---
502 ,/, 3000 ,epoch,Train loss:, 0.093400, acc:, 0.975, Test loss:, 1.123831, acc:, 0.762,---, 0.0385, seconds ---
503 ,/, 3000 ,epoch,Train loss:, 0.033842, acc:, 1.000, Test loss:, 1.281813, acc:, 0.762,---, 0.0385, seconds ---
504 ,/, 3000 ,epoch,Train loss:, 0.006230, acc:, 1.000, Test loss:, 1.355038, acc:, 0.762,---, 0.0385, seconds ---
505 ,/, 3000 ,epoch,Train loss:, 0.126007, acc:, 0.975, Test loss:, 1.203820, acc:, 0.786,---, 0.0386, seconds ---
506 ,/, 3000 ,epoch,Train loss:, 0.075625, acc:, 0.975, Test loss:, 1.169045, acc:, 0.762,---, 0.0384, seconds ---
507 ,/, 3000 ,epoch,Train loss:, 0.026187, acc:, 1.000, Test loss:, 1.131227, acc:, 0.762,---, 0.0386, seconds ---
508 ,/, 3000 ,epoch,Train loss:, 0.114498, acc:, 0.975, Test loss:, 1.045764, acc:, 0.786,---, 0.0385, seconds ---
509 ,/, 3000 ,epoch,Train loss:, 0.062712, acc:, 0.975, Test loss:, 1.040063, acc:, 0.786,---, 0.0386, seconds ---
510 ,/, 3000 ,epoch,Train loss:, 0.024104, acc:, 1.000, Test loss:, 0.998787, acc:, 0.786,---, 0.0406, seconds ---
511 ,/, 3000 ,epoch,Train loss:, 0.051849, acc:, 0.975, Test loss:, 1.097890, acc:, 0.786,---, 0.0389, seconds ---
512 ,/, 3000 ,epoch,Train loss:, 0.037689, acc:, 1.000, Test loss:, 1.095645, acc:, 0.786,---, 0.0386, seconds ---
513 ,/, 3000 ,epoch,Train loss:, 0.065512, acc:, 0.975, Test loss:, 1.093181, acc:, 0.762,---, 0.0385, seconds ---
514 ,/, 3000 ,epoch,Train loss:, 0.102237, acc:, 0.950, Test loss:, 0.966864, acc:, 0.810,---, 0.0386, seconds ---
515 ,/, 3000 ,epoch,Train loss:, 0.048335, acc:, 0.975, Test loss:, 0.932369, acc:, 0.810,---, 0.0385, seconds ---
516 ,/, 3000 ,epoch,Train loss:, 0.064872, acc:, 0.975, Test loss:, 0.940021, acc:, 0.810,---, 0.0384, seconds ---
517 ,/, 3000 ,epoch,Train loss:, 0.048006, acc:, 0.975, Test loss:, 0.874968, acc:, 0.810,---, 0.0385, seconds ---
518 ,/, 3000 ,epoch,Train loss:, 0.046241, acc:, 1.000, Test loss:, 0.860067, acc:, 0.810,---, 0.0385, seconds ---
519 ,/, 3000 ,epoch,Train loss:, 0.066795, acc:, 1.000, Test loss:, 0.846555, acc:, 0.810,---, 0.0385, seconds ---
520 ,/, 3000 ,epoch,Train loss:, 0.055387, acc:, 0.975, Test loss:, 0.836465, acc:, 0.833,---, 0.0384, seconds ---
521 ,/, 3000 ,epoch,Train loss:, 0.068101, acc:, 0.950, Test loss:, 0.822731, acc:, 0.833,---, 0.0386, seconds ---
522 ,/, 3000 ,epoch,Train loss:, 0.041827, acc:, 1.000, Test loss:, 0.814130, acc:, 0.833,---, 0.0386, seconds ---
523 ,/, 3000 ,epoch,Train loss:, 0.018648, acc:, 1.000, Test loss:, 0.800645, acc:, 0.833,---, 0.0386, seconds ---
524 ,/, 3000 ,epoch,Train loss:, 0.087255, acc:, 0.975, Test loss:, 0.813304, acc:, 0.833,---, 0.0385, seconds ---
525 ,/, 3000 ,epoch,Train loss:, 0.028045, acc:, 1.000, Test loss:, 0.832481, acc:, 0.833,---, 0.0385, seconds ---
526 ,/, 3000 ,epoch,Train loss:, 0.153394, acc:, 0.975, Test loss:, 0.861110, acc:, 0.857,---, 0.0385, seconds ---
527 ,/, 3000 ,epoch,Train loss:, 0.093599, acc:, 0.975, Test loss:, 0.912386, acc:, 0.857,---, 0.0384, seconds ---
528 ,/, 3000 ,epoch,Train loss:, 0.039900, acc:, 0.975, Test loss:, 0.946390, acc:, 0.833,---, 0.0386, seconds ---
529 ,/, 3000 ,epoch,Train loss:, 0.015645, acc:, 1.000, Test loss:, 0.949142, acc:, 0.833,---, 0.0384, seconds ---
530 ,/, 3000 ,epoch,Train loss:, 0.101993, acc:, 0.950, Test loss:, 0.943610, acc:, 0.833,---, 0.0385, seconds ---
531 ,/, 3000 ,epoch,Train loss:, 0.041662, acc:, 1.000, Test loss:, 0.984970, acc:, 0.833,---, 0.0386, seconds ---
532 ,/, 3000 ,epoch,Train loss:, 0.065996, acc:, 0.975, Test loss:, 0.929350, acc:, 0.810,---, 0.0385, seconds ---
533 ,/, 3000 ,epoch,Train loss:, 0.032556, acc:, 1.000, Test loss:, 0.786044, acc:, 0.833,---, 0.0387, seconds ---
534 ,/, 3000 ,epoch,Train loss:, 0.054194, acc:, 0.975, Test loss:, 0.689288, acc:, 0.857,---, 0.0386, seconds ---
535 ,/, 3000 ,epoch,Train loss:, 0.028934, acc:, 1.000, Test loss:, 0.653258, acc:, 0.810,---, 0.0385, seconds ---
536 ,/, 3000 ,epoch,Train loss:, 0.199318, acc:, 0.900, Test loss:, 0.697218, acc:, 0.810,---, 0.0385, seconds ---
537 ,/, 3000 ,epoch,Train loss:, 0.103901, acc:, 0.950, Test loss:, 0.677120, acc:, 0.833,---, 0.0385, seconds ---
538 ,/, 3000 ,epoch,Train loss:, 0.046451, acc:, 1.000, Test loss:, 0.651459, acc:, 0.857,---, 0.0384, seconds ---
539 ,/, 3000 ,epoch,Train loss:, 0.033320, acc:, 1.000, Test loss:, 0.685884, acc:, 0.833,---, 0.0386, seconds ---
540 ,/, 3000 ,epoch,Train loss:, 0.096530, acc:, 1.000, Test loss:, 0.723986, acc:, 0.833,---, 0.0384, seconds ---
541 ,/, 3000 ,epoch,Train loss:, 0.023891, acc:, 1.000, Test loss:, 0.755033, acc:, 0.810,---, 0.0386, seconds ---
542 ,/, 3000 ,epoch,Train loss:, 0.088268, acc:, 0.975, Test loss:, 0.787887, acc:, 0.786,---, 0.0387, seconds ---
543 ,/, 3000 ,epoch,Train loss:, 0.092462, acc:, 0.950, Test loss:, 0.798575, acc:, 0.786,---, 0.0384, seconds ---
544 ,/, 3000 ,epoch,Train loss:, 0.076276, acc:, 0.975, Test loss:, 0.797270, acc:, 0.810,---, 0.0386, seconds ---
545 ,/, 3000 ,epoch,Train loss:, 0.035776, acc:, 0.975, Test loss:, 0.814533, acc:, 0.786,---, 0.0384, seconds ---
546 ,/, 3000 ,epoch,Train loss:, 0.116893, acc:, 0.950, Test loss:, 0.838170, acc:, 0.762,---, 0.0385, seconds ---
547 ,/, 3000 ,epoch,Train loss:, 0.186025, acc:, 0.950, Test loss:, 0.769046, acc:, 0.762,---, 0.0387, seconds ---
548 ,/, 3000 ,epoch,Train loss:, 0.044343, acc:, 1.000, Test loss:, 0.710120, acc:, 0.810,---, 0.0385, seconds ---
549 ,/, 3000 ,epoch,Train loss:, 0.079250, acc:, 0.975, Test loss:, 0.721831, acc:, 0.810,---, 0.0385, seconds ---
550 ,/, 3000 ,epoch,Train loss:, 0.023593, acc:, 1.000, Test loss:, 0.784075, acc:, 0.786,---, 0.0386, seconds ---
551 ,/, 3000 ,epoch,Train loss:, 0.064879, acc:, 1.000, Test loss:, 0.850435, acc:, 0.786,---, 0.0385, seconds ---
552 ,/, 3000 ,epoch,Train loss:, 0.140879, acc:, 0.925, Test loss:, 0.928643, acc:, 0.786,---, 0.0385, seconds ---
553 ,/, 3000 ,epoch,Train loss:, 0.045927, acc:, 1.000, Test loss:, 0.991019, acc:, 0.786,---, 0.0385, seconds ---
554 ,/, 3000 ,epoch,Train loss:, 0.054781, acc:, 0.975, Test loss:, 1.033219, acc:, 0.786,---, 0.0385, seconds ---
555 ,/, 3000 ,epoch,Train loss:, 0.080728, acc:, 0.975, Test loss:, 1.086250, acc:, 0.786,---, 0.0385, seconds ---
556 ,/, 3000 ,epoch,Train loss:, 0.093307, acc:, 0.950, Test loss:, 1.084758, acc:, 0.786,---, 0.0385, seconds ---
557 ,/, 3000 ,epoch,Train loss:, 0.114898, acc:, 0.925, Test loss:, 1.082170, acc:, 0.786,---, 0.0385, seconds ---
558 ,/, 3000 ,epoch,Train loss:, 0.009553, acc:, 1.000, Test loss:, 1.076462, acc:, 0.786,---, 0.0385, seconds ---
559 ,/, 3000 ,epoch,Train loss:, 0.040831, acc:, 0.975, Test loss:, 1.067344, acc:, 0.786,---, 0.0384, seconds ---
560 ,/, 3000 ,epoch,Train loss:, 0.093197, acc:, 0.975, Test loss:, 1.083824, acc:, 0.786,---, 0.0385, seconds ---
561 ,/, 3000 ,epoch,Train loss:, 0.113043, acc:, 0.975, Test loss:, 1.082797, acc:, 0.810,---, 0.0386, seconds ---
562 ,/, 3000 ,epoch,Train loss:, 0.124197, acc:, 0.950, Test loss:, 1.083879, acc:, 0.786,---, 0.0385, seconds ---
563 ,/, 3000 ,epoch,Train loss:, 0.047493, acc:, 1.000, Test loss:, 1.041707, acc:, 0.810,---, 0.0384, seconds ---
564 ,/, 3000 ,epoch,Train loss:, 0.019312, acc:, 1.000, Test loss:, 1.028963, acc:, 0.810,---, 0.0385, seconds ---
565 ,/, 3000 ,epoch,Train loss:, 0.017867, acc:, 1.000, Test loss:, 1.002936, acc:, 0.810,---, 0.0385, seconds ---
566 ,/, 3000 ,epoch,Train loss:, 0.069882, acc:, 0.975, Test loss:, 0.993827, acc:, 0.810,---, 0.0386, seconds ---
567 ,/, 3000 ,epoch,Train loss:, 0.114134, acc:, 0.975, Test loss:, 0.940897, acc:, 0.810,---, 0.0386, seconds ---
568 ,/, 3000 ,epoch,Train loss:, 0.093216, acc:, 0.975, Test loss:, 0.920935, acc:, 0.810,---, 0.0385, seconds ---
569 ,/, 3000 ,epoch,Train loss:, 0.052170, acc:, 0.975, Test loss:, 0.981484, acc:, 0.810,---, 0.0385, seconds ---
570 ,/, 3000 ,epoch,Train loss:, 0.083734, acc:, 0.975, Test loss:, 0.961560, acc:, 0.810,---, 0.0385, seconds ---
571 ,/, 3000 ,epoch,Train loss:, 0.092155, acc:, 0.950, Test loss:, 0.965956, acc:, 0.810,---, 0.0384, seconds ---
572 ,/, 3000 ,epoch,Train loss:, 0.037371, acc:, 1.000, Test loss:, 0.974090, acc:, 0.810,---, 0.0385, seconds ---
573 ,/, 3000 ,epoch,Train loss:, 0.011918, acc:, 1.000, Test loss:, 0.980261, acc:, 0.810,---, 0.0385, seconds ---
574 ,/, 3000 ,epoch,Train loss:, 0.127959, acc:, 0.950, Test loss:, 0.920525, acc:, 0.810,---, 0.0387, seconds ---
575 ,/, 3000 ,epoch,Train loss:, 0.003181, acc:, 1.000, Test loss:, 0.891559, acc:, 0.810,---, 0.0386, seconds ---
576 ,/, 3000 ,epoch,Train loss:, 0.028193, acc:, 1.000, Test loss:, 0.869324, acc:, 0.810,---, 0.0390, seconds ---
577 ,/, 3000 ,epoch,Train loss:, 0.019168, acc:, 1.000, Test loss:, 0.854562, acc:, 0.786,---, 0.0385, seconds ---
578 ,/, 3000 ,epoch,Train loss:, 0.202422, acc:, 0.950, Test loss:, 0.899523, acc:, 0.786,---, 0.0386, seconds ---
