0 ,/, 3000 ,epoch,Train loss:, 3.227792, acc:, 0.275, Test loss:, 2.598875, acc:, 0.024,---, 0.0390, seconds ---
1 ,/, 3000 ,epoch,Train loss:, 2.570082, acc:, 0.175, Test loss:, 1.844120, acc:, 0.071,---, 0.0391, seconds ---
2 ,/, 3000 ,epoch,Train loss:, 2.048306, acc:, 0.200, Test loss:, 1.485782, acc:, 0.286,---, 0.0391, seconds ---
3 ,/, 3000 ,epoch,Train loss:, 1.736561, acc:, 0.350, Test loss:, 1.302892, acc:, 0.405,---, 0.0389, seconds ---
4 ,/, 3000 ,epoch,Train loss:, 1.651848, acc:, 0.325, Test loss:, 1.194244, acc:, 0.429,---, 0.0390, seconds ---
5 ,/, 3000 ,epoch,Train loss:, 1.407734, acc:, 0.275, Test loss:, 1.139593, acc:, 0.476,---, 0.0389, seconds ---
6 ,/, 3000 ,epoch,Train loss:, 1.523458, acc:, 0.375, Test loss:, 1.101044, acc:, 0.571,---, 0.0389, seconds ---
7 ,/, 3000 ,epoch,Train loss:, 1.427304, acc:, 0.300, Test loss:, 1.050121, acc:, 0.548,---, 0.0389, seconds ---
8 ,/, 3000 ,epoch,Train loss:, 1.340564, acc:, 0.375, Test loss:, 1.056888, acc:, 0.476,---, 0.0390, seconds ---
9 ,/, 3000 ,epoch,Train loss:, 1.604491, acc:, 0.450, Test loss:, 1.061150, acc:, 0.476,---, 0.0386, seconds ---
10 ,/, 3000 ,epoch,Train loss:, 1.508042, acc:, 0.300, Test loss:, 1.093106, acc:, 0.452,---, 0.0386, seconds ---
11 ,/, 3000 ,epoch,Train loss:, 1.543077, acc:, 0.350, Test loss:, 1.118610, acc:, 0.405,---, 0.0386, seconds ---
12 ,/, 3000 ,epoch,Train loss:, 1.646076, acc:, 0.375, Test loss:, 1.148356, acc:, 0.429,---, 0.0387, seconds ---
13 ,/, 3000 ,epoch,Train loss:, 1.422296, acc:, 0.400, Test loss:, 1.146443, acc:, 0.452,---, 0.0386, seconds ---
14 ,/, 3000 ,epoch,Train loss:, 1.500912, acc:, 0.400, Test loss:, 1.138170, acc:, 0.524,---, 0.0387, seconds ---
15 ,/, 3000 ,epoch,Train loss:, 1.314848, acc:, 0.350, Test loss:, 1.126859, acc:, 0.548,---, 0.0386, seconds ---
16 ,/, 3000 ,epoch,Train loss:, 1.232795, acc:, 0.375, Test loss:, 1.134452, acc:, 0.524,---, 0.0387, seconds ---
17 ,/, 3000 ,epoch,Train loss:, 1.225117, acc:, 0.375, Test loss:, 1.133360, acc:, 0.548,---, 0.0385, seconds ---
18 ,/, 3000 ,epoch,Train loss:, 1.332227, acc:, 0.350, Test loss:, 1.148636, acc:, 0.571,---, 0.0388, seconds ---
19 ,/, 3000 ,epoch,Train loss:, 1.081896, acc:, 0.450, Test loss:, 1.106950, acc:, 0.548,---, 0.0385, seconds ---
20 ,/, 3000 ,epoch,Train loss:, 1.065516, acc:, 0.525, Test loss:, 1.108824, acc:, 0.595,---, 0.0386, seconds ---
21 ,/, 3000 ,epoch,Train loss:, 1.099272, acc:, 0.500, Test loss:, 1.101509, acc:, 0.595,---, 0.0387, seconds ---
22 ,/, 3000 ,epoch,Train loss:, 1.076503, acc:, 0.500, Test loss:, 1.099711, acc:, 0.571,---, 0.0386, seconds ---
23 ,/, 3000 ,epoch,Train loss:, 1.068347, acc:, 0.550, Test loss:, 1.090346, acc:, 0.571,---, 0.0385, seconds ---
24 ,/, 3000 ,epoch,Train loss:, 1.113797, acc:, 0.425, Test loss:, 1.085227, acc:, 0.571,---, 0.0384, seconds ---
25 ,/, 3000 ,epoch,Train loss:, 1.125768, acc:, 0.500, Test loss:, 1.095955, acc:, 0.548,---, 0.0388, seconds ---
26 ,/, 3000 ,epoch,Train loss:, 1.111422, acc:, 0.450, Test loss:, 1.107347, acc:, 0.548,---, 0.0389, seconds ---
27 ,/, 3000 ,epoch,Train loss:, 1.134933, acc:, 0.450, Test loss:, 1.113815, acc:, 0.548,---, 0.0385, seconds ---
28 ,/, 3000 ,epoch,Train loss:, 1.008344, acc:, 0.575, Test loss:, 1.133909, acc:, 0.571,---, 0.0388, seconds ---
29 ,/, 3000 ,epoch,Train loss:, 1.122560, acc:, 0.600, Test loss:, 1.141522, acc:, 0.571,---, 0.0384, seconds ---
30 ,/, 3000 ,epoch,Train loss:, 0.944135, acc:, 0.625, Test loss:, 1.135838, acc:, 0.571,---, 0.0386, seconds ---
31 ,/, 3000 ,epoch,Train loss:, 1.021195, acc:, 0.625, Test loss:, 1.132957, acc:, 0.595,---, 0.0387, seconds ---
32 ,/, 3000 ,epoch,Train loss:, 0.975360, acc:, 0.600, Test loss:, 1.130918, acc:, 0.619,---, 0.0385, seconds ---
33 ,/, 3000 ,epoch,Train loss:, 1.033461, acc:, 0.575, Test loss:, 1.110280, acc:, 0.643,---, 0.0384, seconds ---
34 ,/, 3000 ,epoch,Train loss:, 0.917634, acc:, 0.650, Test loss:, 1.103776, acc:, 0.619,---, 0.0385, seconds ---
