0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,9.457195643458132,0,0,0,0,0,0,0,0,0,0,0,0,0,21.17067620233504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.808228744862824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.310454064755012,0,0,0,0,0,9.435213111552736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7.854084502693442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.096871846620035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.798871952380006,0,0,0,0,10.104248655074302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.402635445059033,0,0,0,0
0,0,0,10.657894736862703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.206151600298586,0,0,0,0,7.897233201585069,0,0,0,0,0,0,0,0,10.514512781995528,0,0,0,0,0,19.69759207478316,0,0,0,0,0,0,9.582733812947733,10.529644268772609,0,0,7.883211678824947,0,0,0,0,0,0,0,0,0,0,0,0,16.843329656168557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.913765585224766,0,0,0,0,0,0,0,0,0,0,0,0,15.411017192269975,0,0,0,0,6.898303829826141,0,0,0,0,0,0,10.266149738942309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11.406816667778967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.360543122699315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.673013551484504,10.573670129147533,0,12.366524800878398,0,0,8.029594770906833,0,0,8.548812664912026,9.57105211995118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28140703516107,0,0,0,0,0,13.903984640981644,0,0,0,0,0,0,0,0,0,0,0,0,13.508160643688438,0,9.964031735407007,8.939597315434463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.785177354101998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.827677207990938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.842105263160883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.909488038772825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.115955891047582,0,5.749189855969293,0,0,0,0,0,0,0,0,0,0,0,0,0,8.116419344500077,0,5.610113759180277,0,0,0,9.87804878047882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.853321344226178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.574123861946804,0,0,0,0,0,0,0,0,0,0,0,12.908799744329736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.789254392162224,0,0,0,0,0,0,0,0,0
0,6.333646000816446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.351089588373874,0,0,0,0,21.083911135923827,0,0,0,0,0,0,11.76050287605156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.939822934741116,0,0,0,0,0,0,0,0,0,0,0,15.239289341807547,0,11.617718261949307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.81200757244547,0,0,0,0,8.574123861946031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5084603019034,0,0,8.517045042150537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.839302950460622,0,0,5.99706869537826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.989774887456004,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.592148741376054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.5674988252044164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.587341772152187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91074531082912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8.649350649355075,0,0,0,0,0,0,10.236541779803924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.534695778402734,12.125846861967089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.852195093823868,0,0,5.51933701657741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.789396817847859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.857142857149435,0,0,0,0,0,0,0,0,15.910224645739815,0,0,0
