,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0,7.166137857275154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8154014142590436,0,0,0,0,0,0,0,13.797958418178483,0,14.745308552392592,0,0,0,0,0,12.433045453998172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.679798521057823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.71143642121685,0,0,0,0,0,0,0,14.557472789106674,0,5.228124306064654,0,0,0,0,0,0,0,0,0,0,12.620042273460484,0,0,0,0,0,0,0,0,0,0
2,0,0,0,16.70283869210266,8.993836218816798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.329284473015946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.613864527237286,0,0,0,11.133662265739622,7.223000467731693,0,0,6.833969921890686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,8.0131998709776,0,0,0,0,0,0,0,0,10.836120401343337,12.775785755332878,0,0,0,10.391797796213957,0,13.327653671433728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25474106783856,0,0,0,0,0,0,10.158914528370884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.724245881841536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.834380392566603,0,0,0,0,0,0,0
4,0,0,0,20.080402010046257,0,4.15547198478806,0,0,0,0,0,0,0,0,0,0,0,0,19.104802457057723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.052318274372213,0,0,0,0,0,0,0,0,0,0,0,0,0,8.433564454373146,0,0,0,0,0,0,9.095605228373227,0,0,0,0,0,0,0,8.927313440951554,0,0,0,0,0,0,0,7.905994310395227,0,0,0,0,21.83857703115522,0,0,0,7.605633802820792,0,11.676445541382467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,14.055940757288576,0,0,10.156739811917422,23.56225350807087,0,0,0,0,0,0,0,0,0,0,9.492571687012214,0,0,0,0,0,0,0,0,0,0,34.069366338863006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.899309994000173,0,0,0,0,0,0,0,0,0,0,3.4507772020743044,0,0,0,0,0,0,0,0,0,0,12.604374988392724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.037361802057541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,8.852523060990988,8.806535928205532,12.659696254904597,0,0,0,0,0,0,0,0,0,0,4.409844317146703,0,10.393619005397408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.498211963165033,0,0,0,0,0,0,0,0,0,8.668112798264971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51690405009138,15.667870550587885,0,12.007953458964979,0,0,0,0,0,0,0,0,0,0,0,0,11.550334852972245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,10.330269713189386,0,0,0,0,0,7.367528148346119,0,0,0,7.691771440934021,9.05438066465291,18.6674959827897,0,0,0,13.700331071023745,0,0,0,0,0,0,0,9.982809153621247,0,0,10.94569003652685,0,0,0,0,0,0,0,0,0,0,0,0,5.159235668785117,0,17.313240777491306,0,0,0,0,0,0,0,11.69212234797274,0,0,0,0,0,0,0,0,0,7.055750907434725,0,0,0,15.739500776913296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,22.449438202226773,0,7.1287128712857095,5.952572411246533,0,0,0,0,0,0,0,0,0,0,11.813403813647481,0,0,11.31482621078024,6.585676897044807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.671119007803158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.656429942419134,13.829232035394796,0,9.577729752428104,0,0,0,0,0,0,0,0,0,0,8.57412386193868,0,0,0,0,0,0,0,0,0,0,5.543614565914879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.456754259495245,0,7.679599017803955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,7.02310193079462,0,0,11.649269790886601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.15868649029713,25.21574498232146,0,0,0,0,0,0,0,0,0,19.6631212520728,0,0,0,0,0,0,0,23.223836940637828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.266342402019884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
