,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.659328107343386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,20.934958129055865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.203996781219901,0,0,0,0,0,0,0,0,0,0,0,0,20.52839553662891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.136563876645492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.825631492145302,11.255579675651857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.894477043311674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,8.188524590168123,0,0,0,0,0,0,0,13.806956343184874,0,0,0,0,0,17.57416217521921,0,0,0,0,0,15.71506055831446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.032606232457468,0,0,11.849801797770851,0,0,10.692475411490685,0,0,0,0,0,0,0,0,16.507158716995185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.04228138359023,0,0,0,18.99135824314083,4.1625000000021295,0,14.41029220495326,0,20.095602801443032,0,0,0,0,9.186206896549896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.114227532177626,14.711903343889981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,7.921760391202096,11.745375153340659,0,0,0,0,0,0,0,0,0,15.47770700635535,11.569973393584176,0,0,0,0,0,13.381542029153374,0,0,0,22.126771256636417,0,0,0,0,9.404886455434726,0,8.488973328579231,0,0,0,0,0,0,0,0,0,0,10.71765482743254,0,0,0,0,0,0,0,0,0,18.639399699884354,0,0,0,0,20.032020404079258,0,0,6.737331862468126,0,0,0,7.216035634737312,0,0,0,0,0,0,0,0,0,12.645569620259634,0,12.562776391066377,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88187761721976,0,0,0,0,0,0,0,0,24.439307920035226,0,0,0,0,0,0,0,0,0,0,0,25.19147829972268,0,0,0,0,0,0,13.899130434779844,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,17.140081565697066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.99462175537174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.296328840177587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,31.501538673139663,0,0,0,0,0,0,0,0,0,11.03867403313913,0,0,11.14184080614204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45930815710348,0,0,0,0,0,0,15.568831168824385,0,0,0,0,0,0,0,0,0,23.271707421993558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.720500635929708,0,8.4613064427099,0,18.984375000000718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.932805510394953,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.29378428863103,0,0,22.62965242156048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.148373751368187,0,0,13.05210247931353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.05382463150181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.598239930279451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,14.677861705010399,0,12.607003891057033,0,0,0,0,17.32621206608285,20.429117750193104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.986798930255404,4.279928716445607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78748246023684,0,0,0,0,0,0,0,0,0,0,16.71966527197508,0,0,0,0,0,0,0,0,0,10.970654627539918,9.380281690145644,0,0,0,0,0,0,0,0,0,21.631567183838246,0,0,0,0,0,0,0,0,13.439525537970907,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625989079676438,0,0,0,0,15.689966598289843,0,0,0,0,0,0,0,0
9,0,0,0,0,10.45624861213213,14.51832566831248,0,0,0,0,25.232096402516422,0,10.66296718892086,0,0,0,0,12.784167928858114,10.00152310430422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.965645630438043,25.792607863653565,0,0,0,0,0,0,0,0,0,0,0,0,29.565944351540036,0,0,0,0,15.445424871999403,10.829378724078122,6.666666666660603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.306536960809481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.03774769501896,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.27169639879769,0,0,54.66430594838787,0,0,0,0,0,0,0,0,46.74910411460776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.46411458116737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.44313200820794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,12.333333333333801,0,0,0,0,0,0,0,0,0,0,0,14.847133757960338,0,0,0,0,0,0,0,0,0,0,0,17.142857142841553,13.764921280238868,0,0,0,0,9.154485174901955,0,0,0,0,0,16.21012177434951,0,0,0,0,0,0,0,0,0,0,0,0,9.314605308678928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.224018475751002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.133194144264891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.438783437323043,0,0,0,18.672897196271236,0,0,0,0,0,0,0,0,0,0,0,0,25.54712245966902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.878007151753339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.224078038419385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.138624128434465,0,0,0,0,0,0,0,0,14.19538188277309,0,0
