,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74112047597157,0,0,0,0,0,0,0,0,0,10.945690036522157,11.799253021027711,0,0,0,0,3.7605806412011753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.592065106814558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,21.026461786790527,0,15.182719690065843,0,15.511936780067334,0,0,0,0,9.913790445494532,0,0,0,0,0,13.676345371241762,0,0,0,0,0,0,6.1885885864854036,15.495404569786169,0,0,0,0,0,7.984605379047448,0,0,0,0,12.36652480088537,16.321301767665528,0,0,0,0,0,0,13.710309672429732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.706555315421545,0,0,12.759618040674962,0,0,0,0,0,14.1655634796637,0,29.390058016349876,0,0,0,0,0,16.84570023745003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16056614771194,18.7445282908338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,17.178854151309558,0,0,0,0,0,0,0,0,20.06630987115019,27.924737843116514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.61806273003085,0,0,0,0,0,0,0,0,0,0,10.684491978599908,0,0,11.183639819929606,0,0,0,16.363917996120815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.099641863181621,0,0,0,0,0,0,6.532258064510188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.11635196391275,0,15.2739447566693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.186661231903102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.77947982902033,0,0,0,0
4,10.752848857797929,10.491222364911676,0,0,0,11.917583106607598,0,17.37998080124352,0,11.130179083306093,0,0,20.49194983017346,0,0,0,0,6.889655172417318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.586653867491327,0,0,0,0,0,0,0,0,24.41997302452286,0,0,0,16.565096503056754,0,0,0,0,0,0,12.306029251500103,0,21.82197524589117,12.641254236958126,0,11.0454545454445,0,0,0,0,0,0,0,26.79413706858135,0,0,0,0,0,0,0,0,0,13.482365690052516,0,0,0,0,0,0,0,23.069391556795576,0,16.35261866849337,0,0,0,0,0,0,21.18249804362674,0,0,0,12.51112973902889,0,0,0,9.379021666278142,0,0,0,0,0,0,0,0,0,0,0,0,0,12.252909520322897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89321984070696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.844901559099647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52730670821321,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,8.686956521743575,0,0,0,0,11.96350828235792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75209703692803,0,0,0,0,0,0,0,0,0,14.172105556937504,0,0,8.146647932569826,14.273127753290984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.467531524915515,0,0,0,9.128348312936696,0,0,0,0,0,0,0,0,0,7.488317783359991,0,0,0,0,0,15.014359172124319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02539353889056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.316311220661124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.70664268846166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.430379746833767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,13.610922216303218,0,0,0,0,0,0,1.4425992779770274,0,11.745375153340659,0,10.121813126712677,0,0,9.250913162298458,9.832086628742049,0,0,0,0,0,0,17.39232716678588,0,0,0,0,0,0,0,0,0,6.302839116722468,0,0,0,9.337175792511982,0,0,0,0,21.477037183927774,0,0,0,0,57.85714285709024,0,0,20.76946438891226,0,0,0,0,0,10.340269525124627,11.63127386744127,0,0,0,20.465167991885398,0,0,0,0,7.43461180955686,0,27.641525491762007,0,0,15.636313014779336,21.677110822820243,0,17.614765707761528,13.439525537970907,0,0,14.12945298848667,0,0,0,0,0,11.845858219724178,0,0,0,0,0,0,0,0,0,0,13.499999999997312,0,0,0,17.07678203939957,0,13.434496560630794,0,0,0,0,0,0,0,0,10.204197877881395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,18.049595344600462,0,0,0,0,0,7.955112322868637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.077247416791094,0,17.563716464273526,0,0,0,0,0,0,0,0,0,0,7.145103218282234,0,0,0,9.154760917154142,0,0,0,0,0,0,0,0,0,0,0,0,8.276185013396546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.261061946903158,0,0,16.01603206412507,0,0,15.186920492470525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.537682848183003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
