0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,12.8611857929263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.50541544174771,0,0,0,0,0,0,0,0,0,0,8.901098901103454,0,0,13.19095978760928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.589427075651333,8.314358370877851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.857330190193485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.7110411466468864,0,0,0,0,8.600121915538008,0,17.148247723892062,0,0,0,0,7.951274060538353,3.7651050904991124,0,0,0,0,11.381580347715971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.341374703284538,0,0,0,13.19095978760928,0,0,0,6.4200792602380234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.08841496088366,0,0,0,0,0,0
0,0,11.895378895283388,0,0,0,0,0,0,0,0,0,0,0,0,10.764807324797546,0,0,0,14.532413325328104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329628403078532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.257045982524973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.010526315793061,0,0,0,0,13.984371167888645,0,0,0,27.697707454148087,6.737331862464015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.469158878503187,0,0,16.980228266677514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.923195572422197,0,0,0,10.830472246670135,0,0,0,0
0,0,0,0,0,9.233267154933019,0,0,0,0,0,0,0,0,0,0,0,0,23.497044731438965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.17830143268359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76505427552056,0,0,0,0,0,0,0,0,21.483870967737662,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.063307615137468,0,0,0,0,0,0,0,11.48936170211721,0,0,10.49122236491387,0,0,0,0,0,0,0,0,14.719714032137707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08993466041299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.868708514842226,0,18.794703559689612,0,0,12.180451127808471,8.699564586353247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9.204527639555774,0,0,0,11.470767733536077,0,0,0,0,0,0,0,7.538122977228,0,0,0,0,0,12.450920471622931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.467210254365495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.599999999980355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.782225780624794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8.452674862675412,0,0,0,0,6.038115395736642,12.019799806461247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.880397265766948,0,0,0,0,0,0,14.202864647150305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.266342402022428,22.499999999979536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.693209895345525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.182527556979842,0,0,9.369351572287306,0,0,0,0,0,7.455759879946679,0,0,0,0,0,0,43.55446860582798,0,0,0,0,0,0,0,0,13.16290593868073,0,0,0,0,0,0,0,0,0,0,0,0,8.545638400611432,0,13.113828257821034,0,0,0,0,0,20.102062433469232,0,0,0,0,0,0,0,0,0,0,0,0,0,8.950276243098502,19.782430853466877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13.903984640987604,0,0,0,0,0,0,0,0,0,0,0,6.654154925893055,0,26.24731794476234,0,0,0,0,0,0,12.904613700223939,0,0,0,0,0,0,0,15.64163524812404,0,9.223299234177185,14.28853080726272,0,0,8.365980761526599,0,0,0,12.769473482962875,0,0,0,0,0,0,0,0,0,0,0,0,0,8.218010091324293,0,0,14.761107034003325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.664335664330513,0,0,0,0,0,0,0,0,13.765858412535572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
