0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,8.9750692520694,13.341292342222989,0,0,0,0,0,0,9.380597243713058,0,0,0,0,0,0,0,16.978463092964734,0,0,0,0,0,0,0,0,5.913188870307608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27906976743615,0,15.664696487615984,0,0,11.80327868852224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.659696254904597,0,0,0,7.183297314321077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.550388132232552,7.34924902452517,0,0,0,12.13319414425805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.541125991905762,0,0,0,0,0,19.09528113123493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.152650610050475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.895378895283388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10.06746441715345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.109090909079896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4326865793702,0,0,0,0,0,0,0,0,0,0,0,12.934131736524371,14.16556347966338,0,0,0,0,0,0,0,0,0,7.529586236945604,0,0,0,0,0,7.2654545454531005,16.638015256041065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.81348449784925,0,0,0,0,0,0,0,0,0,0,8.105476673426379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.00000000001893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.365422396859838,0,11.96389376084467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.852523060989895,0,0,0,11.13170534085942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0231019307991005,0,0,0,0,0,0,0,0,0,0,0,21.887778639477002,0,0,0,0,0,0,0,0,19.5588766376368,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39502426862055,0,0,0,0,0,0,15.794693968857272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.32258064515844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11.908505363803723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.207644684443537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.270730474489834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9.187774104695764,0,0,0,0,0,8.866863905325781,0,8.925320532191474,0,0,0,0,0,0,0,0,0,0,0,0,0,24.031026012839835,0,0,0,0,0,11.318993933887167,0,0,0,0,6.0382620332894295,8.459530026113988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.670064505965072,0,0,0,5.484514197406844,0,0,0,0,0,0,0,24.072289156638824,0,0,0,0,0,6.7205477351075285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.485469725492617,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.086956521766355,0,0,0,0,0,0,0,0,0,0,0,0,0,11.845858219721702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.827142006333988,13.820762745883224,0,0,0,12.007953458964979,0,0,0,0,0,0,0,0,0,4.274406332453988,0,0,11.82481751823742,0,0,8.378622666396774,0,0,0,0,0,2.66330598639714,0,0,0,0,0,0,0,0,0,0,6.473675589269871,0,0,20.247453438801077,0,0,0,12.321222484121762,0,7.445962732919537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.118820075326852,0,0,0,0,0,0,0,0,0,0,0,15.341374703284538,8.66073117368286,0,0,0,0,0,0,0,0,0,0,6.133559590294409,0,0,0,0,0,0,0,6.003203553936775,0,0,0,0,0,0,0,0,15.653474723890751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
